course_code,course_name,section_name,session_date,student_code,student_name,attendance_status,minutes_late,source,week_number,day_of_week,session_start_time,course_load
PHY101,Physics I,Section 1,2026-04-18,S4036,Synthetic Student 4036,absent,0,qr,2,Wednesday,14:00,5
MATH101,Calculus I,Section 3,2026-02-07,S4097,Synthetic Student 4097,present,0,qr,1,Sunday,12:00,4
CS101,Intro to Programming,Section 1,2026-03-07,S4000,Synthetic Student 4000,present,0,qr,6,Sunday,12:00,2
CS101,Intro to Programming,Section 3,2026-03-23,S4062,Synthetic Student 4062,present,2,qr,1,Wednesday,10:00,3
STAT101,Statistics I,Section 2,2026-05-04,S4175,Synthetic Student 4175,present,1,qr,13,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-04-25,S4050,Synthetic Student 4050,absent,0,qr,13,Sunday,10:00,4
PHY101,Physics I,Section 2,2026-04-04,S4177,Synthetic Student 4177,present,2,qr,2,Sunday,09:00,2
PHY101,Physics I,Section 1,2026-04-11,S4143,Synthetic Student 4143,present,0,qr,10,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-04-25,S4176,Synthetic Student 4176,present,0,qr,12,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-02-28,S4159,Synthetic Student 4159,late,14,qr,5,Saturday,10:00,5
CS101,Intro to Programming,Section 1,2026-03-09,S4162,Synthetic Student 4162,present,0,qr,7,Monday,09:00,2
STAT101,Statistics I,Section 3,2026-03-28,S4050,Synthetic Student 4050,absent,2,qr,12,Saturday,10:00,5
CS101,Intro to Programming,Section 1,2026-03-30,S4020,Synthetic Student 4020,late,5,qr,10,Sunday,12:00,4
MATH101,Calculus I,Section 2,2026-03-02,S4013,Synthetic Student 4013,present,0,qr,12,Sunday,12:00,4
MATH101,Calculus I,Section 2,2026-03-02,S4152,Synthetic Student 4152,absent,0,qr,4,Sunday,12:00,4
PHY101,Physics I,Section 2,2026-02-21,S4153,Synthetic Student 4153,present,0,qr,1,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-03-09,S4157,Synthetic Student 4157,present,0,qr,11,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-03-14,S4003,Synthetic Student 4003,absent,0,qr,6,Monday,09:00,5
PHY101,Physics I,Section 1,2026-03-23,S4003,Synthetic Student 4003,present,0,qr,10,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-03-09,S4026,Synthetic Student 4026,excused,0,manual,7,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-02-14,S4172,Synthetic Student 4172,absent,0,qr,2,Monday,09:00,3
MATH101,Calculus I,Section 1,2026-05-04,S4145,Synthetic Student 4145,absent,0,qr,8,Monday,09:00,2
MATH101,Calculus I,Section 2,2026-02-16,S4109,Synthetic Student 4109,present,0,qr,8,Wednesday,09:00,4
CS101,Intro to Programming,Section 3,2026-05-02,S4163,Synthetic Student 4163,present,0,qr,13,Sunday,12:00,5
STAT101,Statistics I,Section 2,2026-04-06,S4025,Synthetic Student 4025,late,13,qr,9,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-02-16,S4179,Synthetic Student 4179,absent,0,qr,2,Wednesday,14:00,3
CS101,Intro to Programming,Section 1,2026-04-27,S4134,Synthetic Student 4134,absent,2,qr,14,Sunday,12:00,4
PHY101,Physics I,Section 2,2026-02-14,S4168,Synthetic Student 4168,absent,0,qr,12,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-04-11,S4011,Synthetic Student 4011,present,1,qr,10,Monday,09:00,5
MATH101,Calculus I,Section 2,2026-02-21,S4028,Synthetic Student 4028,present,0,qr,3,Wednesday,14:00,5
CS101,Intro to Programming,Section 2,2026-04-13,S4139,Synthetic Student 4139,absent,0,qr,10,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-02-23,S4140,Synthetic Student 4140,present,0,qr,3,Saturday,10:00,4
MATH101,Calculus I,Section 1,2026-04-04,S4033,Synthetic Student 4033,absent,2,qr,2,Sunday,12:00,3
MATH101,Calculus I,Section 3,2026-04-20,S4136,Synthetic Student 4136,present,0,qr,11,Saturday,10:00,4
MATH101,Calculus I,Section 1,2026-04-11,S4172,Synthetic Student 4172,present,0,qr,12,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-04-18,S4135,Synthetic Student 4135,present,1,qr,10,Wednesday,14:00,3
STAT101,Statistics I,Section 3,2026-03-14,S4038,Synthetic Student 4038,present,0,qr,11,Monday,09:00,5
MATH101,Calculus I,Section 2,2026-02-28,S4036,Synthetic Student 4036,absent,0,qr,3,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-03-09,S4162,Synthetic Student 4162,absent,0,qr,6,Monday,09:00,3
PHY101,Physics I,Section 3,2026-04-25,S4060,Synthetic Student 4060,present,0,qr,12,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-04-27,S4050,Synthetic Student 4050,late,14,qr,12,Sunday,12:00,4
STAT101,Statistics I,Section 1,2026-03-23,S4176,Synthetic Student 4176,absent,0,qr,2,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-02-14,S4013,Synthetic Student 4013,present,0,qr,1,Monday,09:00,2
PHY101,Physics I,Section 1,2026-04-20,S4092,Synthetic Student 4092,present,0,qr,11,Saturday,10:00,5
MATH101,Calculus I,Section 3,2026-04-20,S4136,Synthetic Student 4136,present,0,qr,12,Monday,10:00,4
STAT101,Statistics I,Section 3,2026-03-16,S4169,Synthetic Student 4169,absent,0,qr,12,Wednesday,14:00,5
MATH101,Calculus I,Section 2,2026-03-30,S4016,Synthetic Student 4016,present,0,qr,9,Sunday,12:00,5
STAT101,Statistics I,Section 3,2026-04-18,S4027,Synthetic Student 4027,present,0,qr,3,Wednesday,14:00,3
MATH101,Calculus I,Section 1,2026-04-13,S4044,Synthetic Student 4044,present,0,qr,14,Wednesday,14:00,5
STAT101,Statistics I,Section 2,2026-04-06,S4046,Synthetic Student 4046,present,2,qr,9,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-02-09,S4043,Synthetic Student 4043,present,0,qr,1,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-02-09,S4021,Synthetic Student 4021,absent,2,qr,6,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-05-02,S4019,Synthetic Student 4019,present,0,qr,1,Sunday,12:00,2
MATH101,Calculus I,Section 1,2026-04-13,S4036,Synthetic Student 4036,late,7,qr,10,Wednesday,14:00,5
STAT101,Statistics I,Section 3,2026-03-30,S4175,Synthetic Student 4175,present,0,qr,12,Sunday,12:00,5
PHY101,Physics I,Section 1,2026-04-20,S4023,Synthetic Student 4023,present,1,qr,6,Saturday,10:00,5
CS101,Intro to Programming,Section 2,2026-02-23,S4145,Synthetic Student 4145,present,0,qr,3,Saturday,10:00,5
STAT101,Statistics I,Section 3,2026-03-28,S4149,Synthetic Student 4149,absent,0,qr,14,Saturday,10:00,5
CS101,Intro to Programming,Section 2,2026-02-28,S4061,Synthetic Student 4061,absent,0,qr,14,Saturday,10:00,3
CS101,Intro to Programming,Section 3,2026-02-16,S4091,Synthetic Student 4091,late,16,manual,2,Wednesday,14:00,3
STAT101,Statistics I,Section 2,2026-05-02,S4026,Synthetic Student 4026,absent,0,qr,2,Sunday,12:00,2
PHY101,Physics I,Section 1,2026-02-28,S4069,Synthetic Student 4069,absent,0,qr,8,Saturday,10:00,5
CS101,Intro to Programming,Section 1,2026-03-30,S4139,Synthetic Student 4139,late,7,qr,9,Wednesday,12:00,4
MATH101,Calculus I,Section 2,2026-03-28,S4001,Synthetic Student 4001,present,0,qr,1,Saturday,10:00,5
MATH101,Calculus I,Section 2,2026-05-09,S4029,Synthetic Student 4029,present,2,qr,12,Monday,09:00,5
PHY101,Physics I,Section 2,2026-04-04,S4094,Synthetic Student 4094,present,0,qr,3,Sunday,09:00,2
STAT101,Statistics I,Section 1,2026-02-16,S4133,Synthetic Student 4133,absent,0,qr,4,Wednesday,14:00,2
MATH101,Calculus I,Section 2,2026-05-09,S4074,Synthetic Student 4074,present,0,qr,6,Monday,09:00,5
STAT101,Statistics I,Section 2,2026-04-06,S4096,Synthetic Student 4096,present,2,qr,14,Monday,09:00,3
CS101,Intro to Programming,Section 2,2026-02-23,S4117,Synthetic Student 4117,absent,0,qr,3,Saturday,10:00,5
MATH101,Calculus I,Section 2,2026-03-21,S4082,Synthetic Student 4082,present,1,qr,9,Wednesday,14:00,2
STAT101,Statistics I,Section 2,2026-05-11,S4162,Synthetic Student 4162,absent,0,qr,2,Wednesday,14:00,2
STAT101,Statistics I,Section 2,2026-05-11,S4005,Synthetic Student 4005,present,1,qr,3,Wednesday,14:00,2
PHY101,Physics I,Section 1,2026-03-07,S4012,Synthetic Student 4012,present,0,qr,7,Sunday,12:00,3
MATH101,Calculus I,Section 2,2026-03-21,S4110,Synthetic Student 4110,excused,2,manual,4,Wednesday,14:00,2
MATH101,Calculus I,Section 1,2026-03-14,S4016,Synthetic Student 4016,absent,0,manual,2,Monday,09:00,5
STAT101,Statistics I,Section 1,2026-03-07,S4150,Synthetic Student 4150,present,0,qr,5,Sunday,12:00,2
CS101,Intro to Programming,Section 3,2026-05-09,S4010,Synthetic Student 4010,absent,1,qr,5,Monday,09:00,3
PHY101,Physics I,Section 1,2026-04-11,S4168,Synthetic Student 4168,present,0,qr,14,Monday,14:00,3
PHY101,Physics I,Section 2,2026-02-16,S4089,Synthetic Student 4089,present,0,qr,2,Wednesday,14:00,5
MATH101,Calculus I,Section 2,2026-03-21,S4062,Synthetic Student 4062,present,0,qr,7,Wednesday,14:00,2
MATH101,Calculus I,Section 3,2026-03-07,S4004,Synthetic Student 4004,present,0,qr,8,Wednesday,12:00,2
MATH101,Calculus I,Section 1,2026-04-06,S4156,Synthetic Student 4156,present,0,qr,7,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-04-25,S4088,Synthetic Student 4088,present,0,manual,8,Saturday,10:00,4
STAT101,Statistics I,Section 3,2026-04-18,S4055,Synthetic Student 4055,present,0,qr,5,Wednesday,14:00,3
PHY101,Physics I,Section 3,2026-05-02,S4031,Synthetic Student 4031,absent,0,qr,12,Sunday,12:00,2
CS101,Intro to Programming,Section 3,2026-04-04,S4121,Synthetic Student 4121,absent,0,qr,2,Sunday,12:00,3
CS101,Intro to Programming,Section 3,2026-05-09,S4086,Synthetic Student 4086,present,0,qr,2,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-02-07,S4089,Synthetic Student 4089,absent,2,qr,2,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-03-23,S4003,Synthetic Student 4003,absent,0,qr,10,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-03-02,S4171,Synthetic Student 4171,absent,0,qr,6,Sunday,12:00,5
CS101,Intro to Programming,Section 3,2026-05-09,S4136,Synthetic Student 4136,present,1,qr,9,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-02-09,S4036,Synthetic Student 4036,absent,1,qr,6,Monday,09:00,4
PHY101,Physics I,Section 1,2026-04-11,S4143,Synthetic Student 4143,present,0,qr,11,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-05-09,S4179,Synthetic Student 4179,absent,0,qr,8,Monday,14:00,2
CS101,Intro to Programming,Section 1,2026-04-27,S4015,Synthetic Student 4015,absent,1,qr,8,Sunday,12:00,4
STAT101,Statistics I,Section 2,2026-04-13,S4062,Synthetic Student 4062,present,0,qr,12,Wednesday,14:00,2
PHY101,Physics I,Section 2,2026-04-04,S4103,Synthetic Student 4103,late,6,qr,3,Sunday,12:00,2
STAT101,Statistics I,Section 3,2026-03-14,S4034,Synthetic Student 4034,present,0,qr,9,Monday,09:00,5
PHY101,Physics I,Section 1,2026-03-23,S4171,Synthetic Student 4171,present,0,qr,7,Saturday,10:00,4
MATH101,Calculus I,Section 1,2026-04-06,S4163,Synthetic Student 4163,late,16,qr,10,Monday,14:00,3
STAT101,Statistics I,Section 2,2026-04-13,S4175,Synthetic Student 4175,present,0,qr,4,Wednesday,14:00,2
CS101,Intro to Programming,Section 1,2026-03-09,S4016,Synthetic Student 4016,present,2,qr,4,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-05-04,S4094,Synthetic Student 4094,present,0,qr,14,Monday,09:00,5
PHY101,Physics I,Section 1,2026-04-18,S4028,Synthetic Student 4028,late,7,qr,11,Wednesday,14:00,5
MATH101,Calculus I,Section 2,2026-03-02,S4024,Synthetic Student 4024,present,0,qr,7,Sunday,12:00,4
CS101,Intro to Programming,Section 3,2026-04-18,S4090,Synthetic Student 4090,absent,0,qr,8,Monday,14:00,3
CS101,Intro to Programming,Section 3,2026-02-14,S4114,Synthetic Student 4114,present,0,qr,2,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-03-07,S4114,Synthetic Student 4114,absent,0,qr,5,Sunday,12:00,2
STAT101,Statistics I,Section 2,2026-05-11,S4068,Synthetic Student 4068,present,1,qr,4,Wednesday,14:00,2
STAT101,Statistics I,Section 1,2026-03-02,S4099,Synthetic Student 4099,late,2,qr,4,Sunday,12:00,5
PHY101,Physics I,Section 1,2026-03-23,S4102,Synthetic Student 4102,absent,0,qr,2,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-03-23,S4133,Synthetic Student 4133,late,15,qr,9,Saturday,10:00,4
STAT101,Statistics I,Section 2,2026-04-04,S4101,Synthetic Student 4101,present,0,qr,3,Sunday,12:00,3
CS101,Intro to Programming,Section 1,2026-04-27,S4114,Synthetic Student 4114,present,0,qr,10,Sunday,12:00,4
PHY101,Physics I,Section 2,2026-03-30,S4012,Synthetic Student 4012,late,13,qr,1,Sunday,12:00,4
PHY101,Physics I,Section 1,2026-05-09,S4119,Synthetic Student 4119,present,0,qr,10,Monday,12:00,5
PHY101,Physics I,Section 1,2026-04-11,S4147,Synthetic Student 4147,present,0,qr,11,Monday,09:00,3
PHY101,Physics I,Section 2,2026-02-14,S4088,Synthetic Student 4088,present,0,qr,12,Monday,09:00,5
MATH101,Calculus I,Section 2,2026-02-14,S4116,Synthetic Student 4116,present,0,qr,5,Monday,09:00,4
PHY101,Physics I,Section 2,2026-03-30,S4009,Synthetic Student 4009,present,0,qr,8,Sunday,12:00,4
CS101,Intro to Programming,Section 2,2026-02-23,S4050,Synthetic Student 4050,absent,1,qr,13,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-04-27,S4068,Synthetic Student 4068,present,0,qr,3,Sunday,12:00,4
STAT101,Statistics I,Section 2,2026-04-11,S4034,Synthetic Student 4034,absent,0,qr,6,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-02-14,S4124,Synthetic Student 4124,present,1,qr,13,Monday,09:00,3
MATH101,Calculus I,Section 1,2026-04-06,S4109,Synthetic Student 4109,absent,0,qr,9,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-05-04,S4060,Synthetic Student 4060,absent,0,qr,13,Monday,09:00,5
CS101,Intro to Programming,Section 1,2026-03-28,S4009,Synthetic Student 4009,absent,0,qr,6,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-03-07,S4080,Synthetic Student 4080,present,0,qr,11,Sunday,12:00,2
PHY101,Physics I,Section 2,2026-02-23,S4113,Synthetic Student 4113,present,2,manual,4,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-02-23,S4091,Synthetic Student 4091,absent,0,qr,7,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-03-02,S4092,Synthetic Student 4092,present,0,qr,11,Sunday,12:00,5
MATH101,Calculus I,Section 1,2026-05-02,S4126,Synthetic Student 4126,late,7,qr,4,Sunday,12:00,2
MATH101,Calculus I,Section 2,2026-02-14,S4024,Synthetic Student 4024,late,11,qr,2,Monday,09:00,4
STAT101,Statistics I,Section 1,2026-04-27,S4021,Synthetic Student 4021,absent,0,qr,14,Sunday,12:00,4
CS101,Intro to Programming,Section 3,2026-02-16,S4069,Synthetic Student 4069,present,0,qr,13,Wednesday,14:00,3
MATH101,Calculus I,Section 1,2026-03-14,S4117,Synthetic Student 4117,absent,0,qr,14,Monday,09:00,5
STAT101,Statistics I,Section 2,2026-05-11,S4160,Synthetic Student 4160,present,1,qr,2,Wednesday,14:00,2
PHY101,Physics I,Section 1,2026-02-28,S4121,Synthetic Student 4121,present,0,qr,4,Saturday,10:00,5
PHY101,Physics I,Section 3,2026-03-14,S4014,Synthetic Student 4014,present,0,qr,5,Monday,09:00,3
MATH101,Calculus I,Section 1,2026-04-13,S4081,Synthetic Student 4081,present,0,qr,8,Monday,14:00,5
MATH101,Calculus I,Section 3,2026-04-18,S4058,Synthetic Student 4058,excused,0,manual,7,Wednesday,14:00,4
PHY101,Physics I,Section 1,2026-03-23,S4063,Synthetic Student 4063,present,0,qr,12,Saturday,10:00,4
CS101,Intro to Programming,Section 1,2026-03-30,S4096,Synthetic Student 4096,late,5,qr,7,Sunday,12:00,4
STAT101,Statistics I,Section 1,2026-02-16,S4064,Synthetic Student 4064,late,10,qr,2,Wednesday,14:00,2
CS101,Intro to Programming,Section 3,2026-04-18,S4045,Synthetic Student 4045,late,17,qr,11,Wednesday,14:00,3
STAT101,Statistics I,Section 3,2026-04-18,S4055,Synthetic Student 4055,present,0,qr,6,Sunday,14:00,3
MATH101,Calculus I,Section 2,2026-05-09,S4045,Synthetic Student 4045,present,0,qr,14,Monday,09:00,5
PHY101,Physics I,Section 2,2026-02-09,S4096,Synthetic Student 4096,present,0,qr,13,Monday,09:00,5
STAT101,Statistics I,Section 1,2026-03-07,S4060,Synthetic Student 4060,absent,0,qr,2,Wednesday,12:00,2
STAT101,Statistics I,Section 2,2026-04-06,S4060,Synthetic Student 4060,present,2,qr,8,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-05-02,S4103,Synthetic Student 4103,present,0,qr,8,Sunday,12:00,5
STAT101,Statistics I,Section 3,2026-04-20,S4013,Synthetic Student 4013,absent,0,qr,13,Saturday,10:00,3
STAT101,Statistics I,Section 2,2026-04-06,S4003,Synthetic Student 4003,absent,2,qr,3,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-02-16,S4179,Synthetic Student 4179,absent,0,qr,3,Wednesday,14:00,2
STAT101,Statistics I,Section 3,2026-03-16,S4127,Synthetic Student 4127,late,20,qr,11,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-03-16,S4038,Synthetic Student 4038,absent,0,qr,9,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-04-06,S4035,Synthetic Student 4035,present,0,qr,9,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-04-20,S4024,Synthetic Student 4024,absent,0,qr,4,Saturday,10:00,4
CS101,Intro to Programming,Section 1,2026-02-07,S4092,Synthetic Student 4092,present,0,qr,4,Sunday,12:00,3
PHY101,Physics I,Section 1,2026-05-09,S4143,Synthetic Student 4143,present,0,qr,14,Monday,09:00,5
STAT101,Statistics I,Section 1,2026-02-23,S4114,Synthetic Student 4114,present,0,qr,6,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-05-11,S4010,Synthetic Student 4010,present,0,qr,10,Monday,14:00,5
STAT101,Statistics I,Section 3,2026-04-18,S4007,Synthetic Student 4007,late,5,qr,12,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-03-23,S4018,Synthetic Student 4018,present,0,qr,7,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-03-09,S4146,Synthetic Student 4146,absent,0,qr,12,Monday,09:00,2
CS101,Intro to Programming,Section 2,2026-04-11,S4139,Synthetic Student 4139,absent,0,qr,13,Monday,09:00,5
MATH101,Calculus I,Section 3,2026-04-27,S4017,Synthetic Student 4017,present,0,qr,6,Sunday,12:00,4
CS101,Intro to Programming,Section 2,2026-02-23,S4062,Synthetic Student 4062,present,0,qr,9,Saturday,10:00,5
CS101,Intro to Programming,Section 3,2026-05-09,S4172,Synthetic Student 4172,absent,0,qr,14,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-05-09,S4030,Synthetic Student 4030,present,0,qr,1,Monday,09:00,5
PHY101,Physics I,Section 1,2026-02-28,S4098,Synthetic Student 4098,excused,0,manual,13,Saturday,10:00,5
MATH101,Calculus I,Section 2,2026-02-16,S4030,Synthetic Student 4030,absent,0,qr,12,Wednesday,14:00,4
PHY101,Physics I,Section 1,2026-03-21,S4169,Synthetic Student 4169,absent,2,qr,13,Wednesday,14:00,4
PHY101,Physics I,Section 3,2026-03-14,S4157,Synthetic Student 4157,late,14,qr,10,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-04-27,S4108,Synthetic Student 4108,absent,0,qr,14,Sunday,12:00,4
CS101,Intro to Programming,Section 1,2026-04-27,S4092,Synthetic Student 4092,present,0,qr,12,Sunday,12:00,4
MATH101,Calculus I,Section 2,2026-03-28,S4043,Synthetic Student 4043,present,0,qr,6,Saturday,10:00,5
MATH101,Calculus I,Section 2,2026-05-09,S4138,Synthetic Student 4138,late,21,qr,3,Monday,09:00,5
STAT101,Statistics I,Section 3,2026-03-16,S4108,Synthetic Student 4108,late,11,manual,13,Wednesday,10:00,5
CS101,Intro to Programming,Section 2,2026-02-23,S4114,Synthetic Student 4114,absent,0,qr,14,Saturday,10:00,5
CS101,Intro to Programming,Section 1,2026-03-30,S4008,Synthetic Student 4008,present,0,qr,8,Sunday,12:00,4
MATH101,Calculus I,Section 3,2026-04-20,S4148,Synthetic Student 4148,absent,2,qr,10,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-02-21,S4179,Synthetic Student 4179,present,0,qr,6,Wednesday,10:00,4
STAT101,Statistics I,Section 2,2026-05-11,S4060,Synthetic Student 4060,present,0,qr,6,Wednesday,14:00,2
STAT101,Statistics I,Section 1,2026-02-21,S4079,Synthetic Student 4079,present,0,qr,2,Wednesday,14:00,4
MATH101,Calculus I,Section 1,2026-03-16,S4044,Synthetic Student 4044,late,14,qr,3,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-03-09,S4105,Synthetic Student 4105,present,1,qr,10,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-05-09,S4086,Synthetic Student 4086,present,0,qr,2,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-03-02,S4050,Synthetic Student 4050,late,18,qr,11,Saturday,12:00,4
MATH101,Calculus I,Section 3,2026-04-25,S4073,Synthetic Student 4073,absent,0,qr,7,Saturday,10:00,4
MATH101,Calculus I,Section 1,2026-04-06,S4161,Synthetic Student 4161,present,0,qr,10,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-04-20,S4120,Synthetic Student 4120,absent,0,qr,5,Saturday,10:00,4
CS101,Intro to Programming,Section 2,2026-02-23,S4113,Synthetic Student 4113,excused,0,manual,1,Saturday,12:00,5
STAT101,Statistics I,Section 1,2026-02-09,S4129,Synthetic Student 4129,present,0,qr,5,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-02-07,S4150,Synthetic Student 4150,present,0,qr,4,Sunday,12:00,4
PHY101,Physics I,Section 2,2026-02-09,S4038,Synthetic Student 4038,present,0,qr,1,Monday,09:00,5
STAT101,Statistics I,Section 3,2026-03-30,S4035,Synthetic Student 4035,present,0,qr,13,Sunday,12:00,5
MATH101,Calculus I,Section 3,2026-04-18,S4035,Synthetic Student 4035,present,2,qr,5,Wednesday,14:00,4
PHY101,Physics I,Section 2,2026-02-16,S4157,Synthetic Student 4157,absent,2,qr,8,Wednesday,09:00,5
PHY101,Physics I,Section 1,2026-04-11,S4033,Synthetic Student 4033,present,0,qr,11,Monday,09:00,3
MATH101,Calculus I,Section 1,2026-04-06,S4132,Synthetic Student 4132,late,19,qr,10,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-04-04,S4069,Synthetic Student 4069,late,3,qr,4,Sunday,12:00,3
PHY101,Physics I,Section 3,2026-04-25,S4156,Synthetic Student 4156,absent,1,qr,5,Saturday,10:00,4
STAT101,Statistics I,Section 2,2026-05-11,S4111,Synthetic Student 4111,present,0,qr,2,Wednesday,14:00,2
MATH101,Calculus I,Section 1,2026-04-06,S4055,Synthetic Student 4055,present,0,qr,9,Monday,09:00,3
PHY101,Physics I,Section 3,2026-03-14,S4045,Synthetic Student 4045,absent,0,qr,6,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-05-02,S4027,Synthetic Student 4027,present,0,qr,8,Sunday,12:00,2
PHY101,Physics I,Section 1,2026-04-11,S4128,Synthetic Student 4128,present,2,qr,7,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-03-07,S4148,Synthetic Student 4148,absent,0,qr,6,Sunday,12:00,2
MATH101,Calculus I,Section 2,2026-02-14,S4123,Synthetic Student 4123,present,0,qr,9,Monday,09:00,4
CS101,Intro to Programming,Section 1,2026-04-25,S4174,Synthetic Student 4174,absent,0,qr,13,Saturday,10:00,4
CS101,Intro to Programming,Section 2,2026-03-02,S4065,Synthetic Student 4065,present,0,qr,13,Sunday,12:00,3
CS101,Intro to Programming,Section 1,2026-04-25,S4040,Synthetic Student 4040,present,2,qr,7,Saturday,09:00,4
STAT101,Statistics I,Section 1,2026-03-23,S4135,Synthetic Student 4135,absent,0,qr,11,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-04-13,S4135,Synthetic Student 4135,present,0,qr,12,Wednesday,14:00,3
STAT101,Statistics I,Section 2,2026-04-04,S4058,Synthetic Student 4058,absent,0,qr,5,Sunday,12:00,3
STAT101,Statistics I,Section 2,2026-05-04,S4085,Synthetic Student 4085,present,0,qr,4,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-02-07,S4125,Synthetic Student 4125,present,1,qr,4,Sunday,09:00,3
CS101,Intro to Programming,Section 1,2026-04-27,S4152,Synthetic Student 4152,present,0,qr,1,Sunday,12:00,4
CS101,Intro to Programming,Section 2,2026-02-28,S4171,Synthetic Student 4171,absent,0,qr,14,Saturday,10:00,3
MATH101,Calculus I,Section 1,2026-03-14,S4061,Synthetic Student 4061,absent,1,qr,14,Wednesday,09:00,5
PHY101,Physics I,Section 1,2026-03-09,S4004,Synthetic Student 4004,present,0,qr,13,Monday,09:00,3
PHY101,Physics I,Section 2,2026-03-28,S4045,Synthetic Student 4045,present,0,qr,10,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-05-02,S4162,Synthetic Student 4162,absent,0,qr,11,Saturday,12:00,5
PHY101,Physics I,Section 2,2026-02-21,S4171,Synthetic Student 4171,present,0,qr,3,Wednesday,14:00,5
CS101,Intro to Programming,Section 1,2026-02-09,S4122,Synthetic Student 4122,absent,0,qr,13,Monday,10:00,3
STAT101,Statistics I,Section 1,2026-03-09,S4108,Synthetic Student 4108,late,6,manual,5,Monday,09:00,2
MATH101,Calculus I,Section 1,2026-03-14,S4055,Synthetic Student 4055,late,0,qr,1,Monday,09:00,5
CS101,Intro to Programming,Section 1,2026-03-30,S4050,Synthetic Student 4050,present,0,qr,13,Sunday,12:00,4
PHY101,Physics I,Section 1,2026-02-28,S4057,Synthetic Student 4057,present,0,qr,11,Saturday,10:00,5
PHY101,Physics I,Section 1,2026-05-11,S4048,Synthetic Student 4048,present,1,qr,8,Wednesday,14:00,5
CS101,Intro to Programming,Section 2,2026-04-11,S4019,Synthetic Student 4019,absent,0,qr,2,Monday,09:00,5
MATH101,Calculus I,Section 3,2026-04-18,S4160,Synthetic Student 4160,late,2,qr,11,Wednesday,14:00,4
PHY101,Physics I,Section 1,2026-05-09,S4156,Synthetic Student 4156,absent,0,qr,14,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-04-13,S4024,Synthetic Student 4024,present,0,qr,10,Wednesday,14:00,5
MATH101,Calculus I,Section 2,2026-02-28,S4030,Synthetic Student 4030,present,0,qr,4,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-05-11,S4052,Synthetic Student 4052,present,0,qr,11,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-05-09,S4066,Synthetic Student 4066,absent,0,qr,14,Monday,09:00,5
